Date,F.Y,QUARTER,P_NO,PAYMENT TYPE,TYPE OF PRODUCT,Quantity,Price,Amount,TYPE OF ACCESSORY/MOBILE
9/25/2021,2021-2022,2,P/M/A80,CASH,MOBILE,1,28617.8,29117.8,MIDRANGE PHONE
9/25/2021,2021-2022,2,P/M/A80,CREDIT,MOBILE,1,28617.8,29117.8,MIDRANGE PHONE
7/2/2021,2021-2022,2,P/M/A17,MOBILE PAYMENTS,MOBILE,1,26650.84,27150.84,MIDRANGE PHONE
7/7/2021,2021-2022,2,P/M/A19,DEBIT,MOBILE,1,27169.64,27669.64,MIDRANGE PHONE
7/13/2021,2021-2022,2,P/M/A19,CREDIT,MOBILE,1,27169.64,27669.64,MIDRANGE PHONE
7/20/2021,2021-2022,2,P/M/A19,DEBIT,MOBILE,1,27169.64,27669.64,MIDRANGE PHONE
8/12/2021,2021-2022,2,P/M/A19,DEBIT,MOBILE,1,27169.64,27669.64,MIDRANGE PHONE
8/26/2021,2021-2022,2,P/M/A19,CREDIT,MOBILE,1,27169.64,27669.64,MIDRANGE PHONE
9/8/2021,2021-2022,2,P/M/A19,DEBIT,MOBILE,1,27169.64,27669.64,MIDRANGE PHONE
7/10/2021,2021-2022,2,P/M/A17,MOBILE PAYMENTS,MOBILE,1,27465.25,27965.25,MIDRANGE PHONE
7/2/2021,2021-2022,2,P/M/A17,CASH,MOBILE,1,27465.26,27965.26,MIDRANGE PHONE
7/8/2021,2021-2022,2,P/M/A17,CASH,MOBILE,1,27465.26,27965.26,MIDRANGE PHONE
7/8/2021,2021-2022,2,P/M/A17,MOBILE PAYMENTS,MOBILE,1,27465.26,27965.26,MIDRANGE PHONE
8/3/2021,2021-2022,2,P/M/A17,CREDIT,MOBILE,1,27465.26,27965.26,MIDRANGE PHONE
7/8/2021,2021-2022,2,P/M/A17,DEBIT,MOBILE,1,27466.1,27966.1,MIDRANGE PHONE
11/12/2021,2021-2022,3,P/M/A64,MOBILE PAYMENTS,MOBILE,1,14669.64,15169.64,MIDRANGE PHONE
11/11/2021,2021-2022,3,P/M/A9,MOBILE PAYMENTS,MOBILE,1,24753.38,25253.38,MIDRANGE PHONE
12/31/2021,2021-2022,3,P/M/A9,DEBIT,MOBILE,1,24753.38,25253.38,MIDRANGE PHONE
11/16/2021,2021-2022,3,P/M/A64,CASH,MOBILE,1,15125,15625,MIDRANGE PHONE
11/17/2021,2021-2022,3,P/M/A70,DEBIT,MOBILE,1,15177.12,15677.12,MIDRANGE PHONE
10/2/2021,2021-2022,3,P/M/A64,DEBIT,MOBILE,1,15562.5,16062.5,MIDRANGE PHONE
10/6/2021,2021-2022,3,P/M/A64,CASH,MOBILE,1,15562.5,16062.5,MIDRANGE PHONE
10/9/2021,2021-2022,3,P/M/A64,CREDIT,MOBILE,1,15562.5,16062.5,MIDRANGE PHONE
10/21/2021,2021-2022,3,P/M/A64,MOBILE PAYMENTS,MOBILE,1,15562.5,16062.5,MIDRANGE PHONE
11/5/2021,2021-2022,3,P/M/A64,DEBIT,MOBILE,1,15562.5,16062.5,MIDRANGE PHONE
11/6/2021,2021-2022,3,P/M/A64,CREDIT,MOBILE,1,15562.5,16062.5,MIDRANGE PHONE
11/14/2021,2021-2022,3,P/M/A64,CASH,MOBILE,1,15562.5,16062.5,MIDRANGE PHONE
11/15/2021,2021-2022,3,P/M/A64,CREDIT,MOBILE,1,15562.5,16062.5,MIDRANGE PHONE
12/2/2021,2021-2022,3,P/M/A64,MOBILE PAYMENTS,MOBILE,1,15562.5,16062.5,MIDRANGE PHONE
12/13/2021,2021-2022,3,P/M/A9,MOBILE PAYMENTS,MOBILE,1,16364.4,16864.4,MIDRANGE PHONE
11/5/2021,2021-2022,3,P/M/A63,DEBIT,MOBILE,1,16375,16875,MIDRANGE PHONE
10/1/2021,2021-2022,3,P/M/A56,CREDIT,MOBILE,1,4866.08,5366.08,BUDGET PHONE
10/1/2021,2021-2022,3,P/M/A58,MOBILE PAYMENTS,MOBILE,1,9026.78,9526.78,BUDGET PHONE
10/1/2021,2021-2022,3,P/M/A59,CREDIT,MOBILE,1,11991.08,12491.08,BUDGET PHONE
10/2/2021,2021-2022,3,P/M/A23,MOBILE PAYMENTS,MOBILE,1,750,1250,BUDGET PHONE
10/2/2021,2021-2022,3,P/M/A59,CREDIT,MOBILE,1,11991.08,12491.08,BUDGET PHONE
10/2/2021,2021-2022,3,P/M/A60,CREDIT,MOBILE,1,13776.78,14276.78,BUDGET PHONE
10/2/2021,2021-2022,3,P/M/A62,CREDIT,MOBILE,1,13360.72,13860.72,BUDGET PHONE
10/3/2021,2021-2022,3,P/M/A23,DEBIT,MOBILE,1,750,1250,BUDGET PHONE
10/3/2021,2021-2022,3,P/M/A42,MOBILE PAYMENTS,MOBILE,1,51196.42,51696.42,FLAGSHIP PHONE
10/3/2021,2021-2022,3,P/M/A57,DEBIT,MOBILE,1,9312.5,9812.5,BUDGET PHONE
10/4/2021,2021-2022,3,P/M/A58,CASH,MOBILE,1,8964.28,9464.28,BUDGET PHONE
10/5/2021,2021-2022,3,P/M/A42,MOBILE PAYMENTS,MOBILE,1,54767.86,55267.86,FLAGSHIP PHONE
10/5/2021,2021-2022,3,P/M/A55,DEBIT,MOBILE,1,5928.58,6428.58,BUDGET PHONE
10/6/2021,2021-2022,3,P/M/A55,MOBILE PAYMENTS,MOBILE,1,6375,6875,BUDGET PHONE
10/6/2021,2021-2022,3,P/M/A59,CREDIT,MOBILE,1,11991.08,12491.08,BUDGET PHONE
10/6/2021,2021-2022,3,P/M/A60,CREDIT,MOBILE,1,13776.79,14276.79,BUDGET PHONE
10/7/2022,2022-2023,3,P/A/15,DEBIT,ACCESSORY,1,516.94,1016.94,BATTERY
10/7/2022,2022-2023,3,P/A/22,CREDIT,ACCESSORY,1,508.48,1008.48,CHARGER 
10/7/2022,2022-2023,3,P/A/35,CASH,ACCESSORY,1,2042.38,2542.38,COVER
10/7/2021,2021-2022,3,P/M/A57,MOBILE PAYMENTS,MOBILE,1,9312.5,9812.5,BUDGET PHONE
10/7/2021,2021-2022,3,P/M/A60,CREDIT,MOBILE,1,13776.78,14276.78,BUDGET PHONE
10/8/2022,2022-2023,3,P/A/47,CASH,ACCESSORY,1,1449.16,1949.16,WIRELESS HEADSET
10/8/2021,2021-2022,3,P/M/A59,MOBILE PAYMENTS,MOBILE,1,11991.08,12491.08,BUDGET PHONE
10/9/2022,2022-2023,3,P/A/47,DEBIT,ACCESSORY,1,1618.64,2118.64,WIRELESS HEADSET
10/9/2021,2021-2022,3,P/M/A55,CREDIT,MOBILE,1,6375,6875,BUDGET PHONE
10/9/2021,2021-2022,3,P/M/A75,MOBILE PAYMENTS,MOBILE,1,60125,60625,FLAGSHIP PHONE
10/10/2021,2021-2022,3,P/M/A59,CASH,MOBILE,1,11991.08,12491.08,BUDGET PHONE
10/10/2021,2021-2022,3,P/M/A59,MOBILE PAYMENTS,MOBILE,1,11991.08,12491.08,BUDGET PHONE
10/12/2022,2022-2023,3,P/A/47,DEBIT,ACCESSORY,1,1533.9,2033.9,WIRELESS HEADSET
10/12/2021,2021-2022,3,P/M/A59,MOBILE PAYMENTS,MOBILE,1,11627.68,12127.68,BUDGET PHONE
10/13/2022,2022-2023,3,P/A/35,CASH,ACCESSORY,1,2042.38,2542.38,COVER
10/13/2022,2022-2023,3,P/A/35,CASH,ACCESSORY,1,2295.76,2795.76,COVER
10/13/2021,2021-2022,3,P/M/A42,CREDIT,MOBILE,1,54767.86,55267.86,FLAGSHIP PHONE
10/13/2021,2021-2022,3,P/M/A57,CREDIT,MOBILE,1,9312.5,9812.5,BUDGET PHONE
10/13/2021,2021-2022,3,P/M/A59,DEBIT,MOBILE,1,10651.78,11151.78,BUDGET PHONE
10/13/2021,2021-2022,3,P/M/A59,DEBIT,MOBILE,1,11991.08,12491.08,BUDGET PHONE
10/13/2021,2021-2022,3,P/M/A60,CREDIT,MOBILE,1,13776.78,14276.78,BUDGET PHONE
10/14/2021,2021-2022,3,P/M/A23,CREDIT,MOBILE,1,750,1250,BUDGET PHONE
10/14/2021,2021-2022,3,P/M/A57,MOBILE PAYMENTS,MOBILE,1,7526.78,8026.78,BUDGET PHONE
10/14/2021,2021-2022,3,P/M/A59,MOBILE PAYMENTS,MOBILE,1,10651.78,11151.78,BUDGET PHONE
10/14/2021,2021-2022,3,P/M/A75,MOBILE PAYMENTS,MOBILE,1,60125,60625,FLAGSHIP PHONE
10/15/2022,2022-2023,3,P/A/38,CREDIT,ACCESSORY,1,2042.38,2542.38,COVER
10/15/2021,2021-2022,3,P/M/A40,DEBIT,MOBILE,1,40562.5,41062.5,PREMIUM MIDRANGE PHONE
10/15/2021,2021-2022,3,P/M/A43,CREDIT,MOBILE,1,57446.42,57946.42,FLAGSHIP PHONE
10/16/2022,2022-2023,3,P/A/22,DEBIT,ACCESSORY,1,508.48,1008.48,CHARGER 
10/16/2021,2021-2022,3,P/M/A25,CASH,MOBILE,1,1308.04,1808.04,BUDGET PHONE
10/16/2021,2021-2022,3,P/M/A57,MOBILE PAYMENTS,MOBILE,1,7526.78,8026.78,BUDGET PHONE
10/16/2021,2021-2022,3,P/M/A57,DEBIT,MOBILE,1,7526.78,8026.78,BUDGET PHONE
10/16/2021,2021-2022,3,P/M/A75,CREDIT,MOBILE,1,60125,60625,FLAGSHIP PHONE
10/1/2021,2021-2022,3,P/M/A9,MOBILE PAYMENTS,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
10/17/2021,2021-2022,3,P/M/A41,DEBIT,MOBILE,1,47705.36,48205.36,PREMIUM MIDRANGE PHONE
10/17/2021,2021-2022,3,P/M/A75,CREDIT,MOBILE,1,60125,60625,FLAGSHIP PHONE
10/18/2022,2022-2023,3,P/A/35,CASH,ACCESSORY,1,1788.14,2288.14,COVER
10/3/2021,2021-2022,3,P/M/A9,CASH,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
10/18/2021,2021-2022,3,P/M/A75,CREDIT,MOBILE,1,60125,60625,FLAGSHIP PHONE
10/19/2022,2022-2023,3,P/A/47,MOBILE PAYMENTS,ACCESSORY,1,1449.16,1949.16,WIRELESS HEADSET
10/19/2022,2022-2023,3,P/A/47,DEBIT,ACCESSORY,1,1618.64,2118.64,WIRELESS HEADSET
10/4/2021,2021-2022,3,P/M/A9,MOBILE PAYMENTS,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
10/19/2021,2021-2022,3,P/M/A59,CREDIT,MOBILE,1,11642.86,12142.86,BUDGET PHONE
10/19/2021,2021-2022,3,P/M/A60,CASH,MOBILE,1,13776.78,14276.78,BUDGET PHONE
10/20/2022,2022-2023,3,P/A/38,MOBILE PAYMENTS,ACCESSORY,1,2126.28,2626.28,COVER
10/20/2021,2021-2022,3,P/M/A55,MOBILE PAYMENTS,MOBILE,1,6169.64,6669.64,BUDGET PHONE
10/20/2021,2021-2022,3,P/M/A75,MOBILE PAYMENTS,MOBILE,1,60125,60625,FLAGSHIP PHONE
10/20/2021,2021-2022,3,P/M/A75,MOBILE PAYMENTS,MOBILE,1,60125,60625,FLAGSHIP PHONE
10/21/2022,2022-2023,3,P/A/26,MOBILE PAYMENTS,ACCESSORY,1,2042.38,2542.38,CHARGER 
10/21/2022,2022-2023,3,P/A/35,CREDIT,ACCESSORY,1,1915.26,2415.26,COVER
10/21/2022,2022-2023,3,P/A/9,MOBILE PAYMENTS,ACCESSORY,1,18983.06,19483.06,GALAXY WATCH
10/7/2021,2021-2022,3,P/M/A9,DEBIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
10/7/2021,2021-2022,3,P/M/A9,CREDIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
10/21/2021,2021-2022,3,P/M/A23,DEBIT,MOBILE,1,750,1250,BUDGET PHONE
10/21/2021,2021-2022,3,P/M/A23,CASH,MOBILE,1,750,1250,BUDGET PHONE
10/21/2021,2021-2022,3,P/M/A23,DEBIT,MOBILE,1,750,1250,BUDGET PHONE
10/21/2021,2021-2022,3,P/M/A55,CREDIT,MOBILE,1,6375,6875,BUDGET PHONE
10/21/2021,2021-2022,3,P/M/A75,DEBIT,MOBILE,1,60125,60625,FLAGSHIP PHONE
10/22/2021,2021-2022,3,P/M/A57,CASH,MOBILE,1,7526.78,8026.78,BUDGET PHONE
10/23/2022,2022-2023,3,P/A/22,MOBILE PAYMENTS,ACCESSORY,1,508.47,1008.47,CHARGER 
10/23/2022,2022-2023,3,P/A/35,CREDIT,ACCESSORY,1,1872.88,2372.88,COVER
10/23/2021,2021-2022,3,P/M/A23,MOBILE PAYMENTS,MOBILE,1,750,1250,BUDGET PHONE
10/23/2021,2021-2022,3,P/M/A56,CREDIT,MOBILE,1,4857.14,5357.14,BUDGET PHONE
10/24/2022,2022-2023,3,P/A/22,MOBILE PAYMENTS,ACCESSORY,1,508.48,1008.48,CHARGER 
10/24/2022,2022-2023,3,P/A/47,DEBIT,ACCESSORY,1,1449.16,1949.16,WIRELESS HEADSET
10/24/2021,2021-2022,3,P/M/A56,CREDIT,MOBILE,1,5026.78,5526.78,BUDGET PHONE
10/24/2021,2021-2022,3,P/M/A60,CASH,MOBILE,1,13776.78,14276.78,BUDGET PHONE
10/26/2022,2022-2023,3,P/A/22,CASH,ACCESSORY,1,508.48,1008.48,CHARGER 
10/26/2021,2021-2022,3,P/M/A59,MOBILE PAYMENTS,MOBILE,1,10651.78,11151.78,BUDGET PHONE
10/26/2021,2021-2022,3,P/M/A59,MOBILE PAYMENTS,MOBILE,1,11642.86,12142.86,BUDGET PHONE
10/27/2022,2022-2023,3,P/A/22,CREDIT,ACCESSORY,1,508.48,1008.48,CHARGER 
10/27/2022,2022-2023,3,P/A/26,DEBIT,ACCESSORY,1,2084.74,2584.74,CHARGER 
10/27/2022,2022-2023,3,P/A/38,CASH,ACCESSORY,1,2042.38,2542.38,COVER
10/27/2022,2022-2023,3,P/A/7,CREDIT,ACCESSORY,1,6279.66,6779.66,GALAXY WATCH
10/13/2021,2021-2022,3,P/M/A9,DEBIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
10/19/2021,2021-2022,3,P/M/A9,CREDIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
10/20/2021,2021-2022,3,P/M/A9,DEBIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
10/27/2021,2021-2022,3,P/M/A59,DEBIT,MOBILE,1,11627.68,12127.68,BUDGET PHONE
10/27/2021,2021-2022,3,P/M/A60,MOBILE PAYMENTS,MOBILE,1,13776.78,14276.78,BUDGET PHONE
10/27/2021,2021-2022,3,P/M/A60,CREDIT,MOBILE,1,12883.92,13383.92,BUDGET PHONE
10/27/2021,2021-2022,3,P/M/A60,DEBIT,MOBILE,1,13776.78,14276.78,BUDGET PHONE
10/27/2021,2021-2022,3,P/M/A75,CREDIT,MOBILE,1,60125,60625,FLAGSHIP PHONE
10/27/2022,2022-2023,3,P/T/S1,CREDIT,TABLET,1,7550.84,8050.84,BUDGET TABLET
10/28/2022,2022-2023,3,P/A/35,CASH,ACCESSORY,1,1618.64,2118.64,COVER
10/20/2021,2021-2022,3,P/M/A9,DEBIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
10/28/2021,2021-2022,3,P/M/A24,MOBILE PAYMENTS,MOBILE,1,973.22,1473.22,BUDGET PHONE
10/28/2021,2021-2022,3,P/M/A57,DEBIT,MOBILE,1,7526.78,8026.78,BUDGET PHONE
10/28/2021,2021-2022,3,P/M/A75,DEBIT,MOBILE,1,60125,60625,FLAGSHIP PHONE
10/29/2022,2022-2023,3,P/A/3,CREDIT,ACCESSORY,1,24915.26,25415.26,GALAXY WATCH
10/29/2021,2021-2022,3,P/M/A23,MOBILE PAYMENTS,MOBILE,1,750,1250,BUDGET PHONE
10/29/2021,2021-2022,3,P/M/A24,MOBILE PAYMENTS,MOBILE,1,950.9,1450.9,BUDGET PHONE
10/29/2021,2021-2022,3,P/M/A57,MOBILE PAYMENTS,MOBILE,1,7526.78,8026.78,BUDGET PHONE
10/29/2022,2022-2023,3,P/T/S1,CREDIT,TABLET,1,7550.84,8050.84,BUDGET TABLET
10/30/2022,2022-2023,3,P/A/35,CREDIT,ACCESSORY,1,1703.38,2203.38,COVER
10/30/2021,2021-2022,3,P/M/A43,CREDIT,MOBILE,1,61017.86,61517.86,FLAGSHIP PHONE
10/31/2022,2022-2023,3,P/A/41,MOBILE PAYMENTS,ACCESSORY,1,1957.62,2457.62,POWER BANK
10/31/2022,2022-2023,3,P/A/47,CREDIT,ACCESSORY,1,1449.16,1949.16,WIRELESS HEADSET
10/31/2021,2021-2022,3,P/M/A42,DEBIT,MOBILE,1,51196.42,51696.42,FLAGSHIP PHONE
10/25/2021,2021-2022,3,P/M/A9,DEBIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
10/25/2021,2021-2022,3,P/M/A9,MOBILE PAYMENTS,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
10/30/2021,2021-2022,3,P/M/A9,MOBILE PAYMENTS,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
11/1/2021,2021-2022,3,P/M/A58,CREDIT,MOBILE,1,8964.28,9464.28,BUDGET PHONE
11/2/2022,2022-2023,3,P/A/3,DEBIT,ACCESSORY,1,24915.26,25415.26,GALAXY WATCH
11/2/2022,2022-2023,3,P/A/34,CASH,ACCESSORY,1,5855.08,6355.08,COVER
11/1/2021,2021-2022,3,P/M/A9,MOBILE PAYMENTS,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
11/2/2021,2021-2022,3,P/M/A24,CASH,MOBILE,1,928.58,1428.58,BUDGET PHONE
11/2/2021,2021-2022,3,P/M/A59,CASH,MOBILE,1,10651.78,11151.78,BUDGET PHONE
11/2/2021,2021-2022,3,P/M/A60,MOBILE PAYMENTS,MOBILE,1,13776.78,14276.78,BUDGET PHONE
11/3/2022,2022-2023,3,P/A/3,MOBILE PAYMENTS,ACCESSORY,1,24915.26,25415.26,GALAXY WATCH
11/3/2022,2022-2023,3,P/A/36,MOBILE PAYMENTS,ACCESSORY,1,2000,2500,COVER
11/1/2021,2021-2022,3,P/M/A9,DEBIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
11/3/2021,2021-2022,3,P/M/A9,CREDIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
11/3/2021,2021-2022,3,P/M/A56,DEBIT,MOBILE,1,5026.78,5526.78,BUDGET PHONE
11/3/2021,2021-2022,3,P/M/A75,MOBILE PAYMENTS,MOBILE,1,60125,60625,FLAGSHIP PHONE
11/4/2022,2022-2023,3,P/A/35,DEBIT,ACCESSORY,1,1872.88,2372.88,COVER
11/4/2021,2021-2022,3,P/M/A9,CREDIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
11/4/2021,2021-2022,3,P/M/A60,MOBILE PAYMENTS,MOBILE,1,13776.78,14276.78,BUDGET PHONE
11/5/2022,2022-2023,3,P/A/21,CREDIT,ACCESSORY,1,432.2,932.2,CHARGER 
11/11/2021,2021-2022,3,P/M/A9,DEBIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
11/14/2021,2021-2022,3,P/M/A9,CREDIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
11/17/2021,2021-2022,3,P/M/A9,MOBILE PAYMENTS,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
11/5/2021,2021-2022,3,P/M/A23,MOBILE PAYMENTS,MOBILE,1,750,1250,BUDGET PHONE
11/5/2021,2021-2022,3,P/M/A43,MOBILE PAYMENTS,MOBILE,1,56553.58,57053.58,FLAGSHIP PHONE
11/5/2021,2021-2022,3,P/M/A59,MOBILE PAYMENTS,MOBILE,1,9767.86,10267.86,BUDGET PHONE
11/18/2021,2021-2022,3,P/M/A9,CREDIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
11/18/2021,2021-2022,3,P/M/A9,MOBILE PAYMENTS,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
11/6/2022,2022-2023,3,P/A/16,DEBIT,ACCESSORY,1,1024.58,1524.58,BATTERY
11/6/2022,2022-2023,3,P/A/46,CREDIT,ACCESSORY,1,10932.2,11432.2,WIRELESS EARPHONES
12/12/2021,2021-2022,3,P/M/A9,DEBIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
12/19/2021,2021-2022,3,P/M/A9,DEBIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
11/6/2021,2021-2022,3,P/M/A59,CREDIT,MOBILE,1,11627.68,12127.68,BUDGET PHONE
11/6/2021,2021-2022,3,P/M/A59,CASH,MOBILE,1,10651.78,11151.78,BUDGET PHONE
12/30/2021,2021-2022,3,P/M/A9,CASH,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
11/7/2022,2022-2023,3,P/A/22,CASH,ACCESSORY,1,508.48,1008.48,CHARGER 
11/7/2022,2022-2023,3,P/A/3,MOBILE PAYMENTS,ACCESSORY,1,24915.26,25415.26,GALAXY WATCH
11/7/2022,2022-2023,3,P/A/35,CREDIT,ACCESSORY,1,1618.64,2118.64,COVER
11/7/2021,2021-2022,3,P/M/A56,MOBILE PAYMENTS,MOBILE,1,5026.78,5526.78,BUDGET PHONE
11/7/2021,2021-2022,3,P/M/A58,DEBIT,MOBILE,1,7080.36,7580.36,BUDGET PHONE
11/7/2021,2021-2022,3,P/M/A59,MOBILE PAYMENTS,MOBILE,1,9767.86,10267.86,BUDGET PHONE
11/7/2021,2021-2022,3,P/M/A59,CREDIT,MOBILE,1,9767.86,10267.86,BUDGET PHONE
11/7/2021,2021-2022,3,P/M/A59,CREDIT,MOBILE,1,11627.68,12127.68,BUDGET PHONE
11/7/2021,2021-2022,3,P/M/A60,CASH,MOBILE,1,13776.78,14276.78,BUDGET PHONE
11/7/2021,2021-2022,3,P/M/A60,CREDIT,MOBILE,1,13776.78,14276.78,BUDGET PHONE
11/7/2021,2021-2022,3,P/M/A75,DEBIT,MOBILE,1,60125,60625,FLAGSHIP PHONE
11/8/2022,2022-2023,3,P/A/47,MOBILE PAYMENTS,ACCESSORY,1,1491.52,1991.52,WIRELESS HEADSET
12/31/2021,2021-2022,3,P/M/A9,MOBILE PAYMENTS,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
11/8/2021,2021-2022,3,P/M/A23,MOBILE PAYMENTS,MOBILE,1,750,1250,BUDGET PHONE
11/8/2021,2021-2022,3,P/M/A55,CASH,MOBILE,1,6375,6875,BUDGET PHONE
11/8/2021,2021-2022,3,P/M/A55,CASH,MOBILE,1,6196.42,6696.42,BUDGET PHONE
11/8/2021,2021-2022,3,P/M/A60,CREDIT,MOBILE,1,13428.58,13928.58,BUDGET PHONE
11/8/2021,2021-2022,3,P/M/A60,DEBIT,MOBILE,1,13776.78,14276.78,BUDGET PHONE
11/9/2022,2022-2023,3,P/A/22,CASH,ACCESSORY,1,432.2,932.2,CHARGER 
11/9/2022,2022-2023,3,P/A/47,CASH,ACCESSORY,1,1406.78,1906.78,WIRELESS HEADSET
11/9/2021,2021-2022,3,P/M/A55,DEBIT,MOBILE,1,6375,6875,BUDGET PHONE
11/9/2021,2021-2022,3,P/M/A57,MOBILE PAYMENTS,MOBILE,1,7089.28,7589.28,BUDGET PHONE
11/10/2021,2021-2022,3,P/M/A43,MOBILE PAYMENTS,MOBILE,1,51196.42,51696.42,FLAGSHIP PHONE
11/10/2021,2021-2022,3,P/M/A59,MOBILE PAYMENTS,MOBILE,2,8026.78,17053.57,BUDGET PHONE
10/3/2021,2021-2022,3,P/M/A9,DEBIT,MOBILE,1,16448.31,16948.31,MIDRANGE PHONE
12/15/2021,2021-2022,3,P/M/A9,MOBILE PAYMENTS,MOBILE,1,16448.31,16948.31,MIDRANGE PHONE
11/12/2022,2022-2023,3,P/A/47,CREDIT,ACCESSORY,1,1449.16,1949.16,WIRELESS HEADSET
11/12/2021,2021-2022,3,P/M/A59,CASH,MOBILE,1,11627.68,12127.68,BUDGET PHONE
11/13/2022,2022-2023,3,P/A/22,CASH,ACCESSORY,1,508.48,1008.48,CHARGER 
11/13/2021,2021-2022,3,P/M/A24,CREDIT,MOBILE,1,973.22,1473.22,BUDGET PHONE
11/13/2021,2021-2022,3,P/M/A42,MOBILE PAYMENTS,MOBILE,1,54767.86,55267.86,FLAGSHIP PHONE
11/13/2021,2021-2022,3,P/M/A75,MOBILE PAYMENTS,MOBILE,1,60125,60625,FLAGSHIP PHONE
11/14/2022,2022-2023,3,P/A/47,DEBIT,ACCESSORY,1,1491.52,1991.52,WIRELESS HEADSET
11/14/2022,2022-2023,3,P/A/48,DEBIT,ACCESSORY,1,686.44,1186.44,WIRELESS HEADSET
11/14/2021,2021-2022,3,P/M/A75,MOBILE PAYMENTS,MOBILE,1,60125,60625,FLAGSHIP PHONE
11/14/2021,2021-2022,3,P/M/A75,CREDIT,MOBILE,1,60125,60625,FLAGSHIP PHONE
11/15/2022,2022-2023,3,P/A/22,MOBILE PAYMENTS,ACCESSORY,1,432.2,932.2,CHARGER 
11/15/2022,2022-2023,3,P/A/9,DEBIT,ACCESSORY,1,18983.06,19483.06,GALAXY WATCH
11/15/2021,2021-2022,3,P/M/A23,MOBILE PAYMENTS,MOBILE,1,750,1250,BUDGET PHONE
11/15/2021,2021-2022,3,P/M/A42,MOBILE PAYMENTS,MOBILE,1,54767.86,55267.86,FLAGSHIP PHONE
11/15/2021,2021-2022,3,P/M/A57,MOBILE PAYMENTS,MOBILE,1,7526.78,8026.78,BUDGET PHONE
11/15/2021,2021-2022,3,P/M/A57,MOBILE PAYMENTS,MOBILE,1,9312.5,9812.5,BUDGET PHONE
11/15/2021,2021-2022,3,P/M/A59,MOBILE PAYMENTS,MOBILE,1,11627.68,12127.68,BUDGET PHONE
11/16/2022,2022-2023,3,P/A/30,CREDIT,ACCESSORY,1,2041.52,2541.52,COVER
11/17/2022,2022-2023,3,P/A/26,DEBIT,ACCESSORY,1,2295.76,2795.76,CHARGER 
11/17/2021,2021-2022,3,P/M/A23,MOBILE PAYMENTS,MOBILE,1,750,1250,BUDGET PHONE
11/17/2021,2021-2022,3,P/M/A55,CREDIT,MOBILE,1,6375,6875,BUDGET PHONE
11/17/2021,2021-2022,3,P/M/A55,CREDIT,MOBILE,1,6375,6875,BUDGET PHONE
11/17/2021,2021-2022,3,P/M/A57,DEBIT,MOBILE,1,9312.5,9812.5,BUDGET PHONE
11/17/2021,2021-2022,3,P/M/A60,CASH,MOBILE,1,13776.78,14276.78,BUDGET PHONE
11/18/2022,2022-2023,3,P/A/21,DEBIT,ACCESSORY,1,432.2,932.2,CHARGER 
11/18/2022,2022-2023,3,P/A/3,MOBILE PAYMENTS,ACCESSORY,1,24915.26,25415.26,GALAXY WATCH
11/18/2022,2022-2023,3,P/A/47,CASH,ACCESSORY,1,1533.9,2033.9,WIRELESS HEADSET
11/18/2021,2021-2022,3,P/M/A59,CASH,MOBILE,1,11627.68,12127.68,BUDGET PHONE
11/19/2022,2022-2023,3,P/A/21,MOBILE PAYMENTS,ACCESSORY,1,508.48,1008.48,CHARGER 
11/19/2022,2022-2023,3,P/A/21,DEBIT,ACCESSORY,1,508.48,1008.48,CHARGER 
11/19/2021,2021-2022,3,P/M/A23,MOBILE PAYMENTS,MOBILE,1,750,1250,BUDGET PHONE
11/19/2021,2021-2022,3,P/M/A59,DEBIT,MOBILE,1,10651.78,11151.78,BUDGET PHONE
11/20/2022,2022-2023,3,P/A/3,MOBILE PAYMENTS,ACCESSORY,1,24915.26,25415.26,GALAXY WATCH
11/21/2022,2022-2023,3,P/A/47,CASH,ACCESSORY,1,1533.9,2033.9,WIRELESS HEADSET
